event_id,event_datetime,event_parish,event_lat,event_lon,station_parish,station_network,station_name,station_slug,station_lat,station_lon,distance_mi,records,coverage_pct,event_total_in,peak_rain_rate_inhr,qc_negative_resets,qc_big_1min_increments,max_5min_in,max_15min_in,max_30min_in,max_60min_in,max_180min_in
1043320,2022-06-10 10:00:00,ORLEANS,30.03,-90.07,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,4.652,419,99.5,0.17,1.89,0,0,0.08,0.13,0.17,0.17,0.17
1043344,2022-06-10 12:06:00,ORLEANS,30.03,-90.06,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,3.224,421,100.0,2.13,4.84,0,0,0.33,0.82,1.43,1.99,2.09
1043344,2022-06-10 12:06:00,ORLEANS,30.03,-90.06,Orleans,orleans,Municipal Yacht Harbor (Lakefront),lakefront,30.028359,-90.115627,3.329,777,184.6,2.14,5.94,0,0,0.36,0.85,1.43,1.96,2.14
1043344,2022-06-10 12:06:00,ORLEANS,30.03,-90.06,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,3.483,799,189.8,1.91,3.62,0,0,0.23,0.65,1.11,1.66,1.9
1043344,2022-06-10 12:06:00,ORLEANS,30.03,-90.06,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,4.231,424,100.7,2.81,7.11,0,0,0.48,1.12,1.52,2.66,2.66
1043344,2022-06-10 12:06:00,ORLEANS,30.03,-90.06,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,4.702,420,99.8,1.63,3.6,0,0,0.22,0.45,0.85,1.46,1.63
1043315,2022-06-10 09:13:00,ORLEANS,30.0333,-90.049,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,3.754,726,172.4,0.02,0.01,0,0,0.01,0.01,0.01,0.01,0.02
1043315,2022-06-10 09:13:00,ORLEANS,30.0333,-90.049,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,3.869,451,107.1,0.04,0.95,0,0,0.02,0.03,0.04,0.04,0.04
1043315,2022-06-10 09:13:00,ORLEANS,30.0333,-90.049,Orleans,orleans,Municipal Yacht Harbor (Lakefront),lakefront,30.028359,-90.115627,4.0,702,166.7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043315,2022-06-10 09:13:00,ORLEANS,30.0333,-90.049,Orleans,orleans,NOFD Engine 36 (New Orleans East),neworleanseast,30.02742,-89.96873,4.819,420,99.8,1.6,7.48,0,0,0.41,0.77,0.96,1.11,1.46
1043315,2022-06-10 09:13:00,ORLEANS,30.0333,-90.049,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,4.863,419,99.5,0.15,3.92,0,0,0.14,0.14,0.14,0.14,0.15
1043315,2022-06-10 09:13:00,ORLEANS,30.0333,-90.049,Orleans,orleans,SWBNO East Bank Water Treatment (Lower 9th Ward),lowerninthward,29.97714,-89.99761,4.951,421,100.0,0.85,1.92,0,0,0.14,0.24,0.42,0.72,0.83
1043533,2022-07-05 10:40:00,ORLEANS,30.0255,-90.0409,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,3.342,420,99.8,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0.01
1043533,2022-07-05 10:40:00,ORLEANS,30.0255,-90.0409,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,3.97,418,99.3,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0.01
1043533,2022-07-05 10:40:00,ORLEANS,30.0255,-90.0409,Orleans,orleans,SWBNO East Bank Water Treatment (Lower 9th Ward),lowerninthward,29.97714,-89.99761,4.228,421,100.0,0.04,1.86,1,0,0.03,0.03,0.03,0.04,0.04
1043533,2022-07-05 10:40:00,ORLEANS,30.0255,-90.0409,Orleans,orleans,NOFD Engine 36 (New Orleans East),neworleanseast,30.02742,-89.96873,4.319,421,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043533,2022-07-05 10:40:00,ORLEANS,30.0255,-90.0409,Orleans,orleans,Municipal Yacht Harbor (Lakefront),lakefront,30.028359,-90.115627,4.475,421,100.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043533,2022-07-05 10:40:00,ORLEANS,30.0255,-90.0409,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,4.712,212,50.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043533,2022-07-05 10:40:00,ORLEANS,30.0255,-90.0409,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,4.916,785,186.5,0.04,1.28,0,0,0.04,0.04,0.04,0.04,0.04
1043533,2022-07-05 10:40:00,ORLEANS,30.0255,-90.0409,Orleans,orleans,SWBNO Pumping Station (Little Woods),littlewoods,30.058639,-89.966746,4.991,673,159.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043564,2022-07-20 16:35:00,ORLEANS,29.9682,-90.1085,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,1.241,456,108.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043564,2022-07-20 16:35:00,ORLEANS,29.9682,-90.1085,Orleans,orleans,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,29.95334,-90.13797,2.041,734,174.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043564,2022-07-20 16:35:00,ORLEANS,29.9682,-90.1085,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,2.127,674,160.1,0.05,1.48,0,0,0.05,0.05,0.05,0.05,0.05
1043564,2022-07-20 16:35:00,ORLEANS,29.9682,-90.1085,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,2.245,0,,,,0,0,,,,,
1043564,2022-07-20 16:35:00,ORLEANS,29.9682,-90.1085,Orleans,orleans,Loyola University New Orleans (Uptown/Audubon),loyola,29.93707,-90.119921,2.257,604,143.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043564,2022-07-20 16:35:00,ORLEANS,29.9682,-90.1085,Orleans,orleans,NOFD Engine 16 (Central City),centralcity,29.94159,-90.08053,2.487,729,173.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043564,2022-07-20 16:35:00,ORLEANS,29.9682,-90.1085,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,3.095,475,112.8,0.11,1.24,0,0,0.06,0.07,0.11,0.11,0.11
1043564,2022-07-20 16:35:00,ORLEANS,29.9682,-90.1085,Orleans,orleans,Municipal Yacht Harbor (Lakefront),lakefront,30.028359,-90.115627,4.178,476,113.1,0.02,0.26,0,0,0.02,0.02,0.02,0.02,0.02
1043567,2022-07-22 06:00:00,EAST BATON ROUGE,30.42,-91.15,East Baton Rouge,eastbatonrouge,Louisiana State University (Alex Box Stadium),alexbox,30.411238,-91.183516,2.087,338,80.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043567,2022-07-22 06:00:00,EAST BATON ROUGE,30.42,-91.15,East Baton Rouge,eastbatonrouge,Louisiana State University (Tiger Stadium),tigerstadium,30.411921,-91.183756,2.087,336,79.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043576,2022-07-27 14:00:00,ORLEANS,29.9172,-90.1189,Orleans,orleans,Port NOLA Maintenance (Uptown/West Riverside),portnolamaintenance,29.91497,-90.11513,0.273,745,177.0,0.03,1.58,0,0,0.03,0.03,0.03,0.03,0.03
1043576,2022-07-27 14:00:00,ORLEANS,29.9172,-90.1189,Orleans,orleans,Loyola University New Orleans (Uptown/Audubon),loyola,29.93707,-90.119921,1.374,468,111.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043576,2022-07-27 14:00:00,ORLEANS,29.9172,-90.1189,Orleans,orleans,Harbor Police Headquarters (Irish Channel),portnolapd,29.92069,-90.076342,2.56,500,118.8,0.16,2.98,0,0,0.15,0.16,0.16,0.16,0.16
1043576,2022-07-27 14:00:00,ORLEANS,29.9172,-90.1189,Orleans,orleans,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,29.95334,-90.13797,2.746,784,186.2,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0.01
1043576,2022-07-27 14:00:00,ORLEANS,29.9172,-90.1189,Orleans,orleans,NOFD Engine 16 (Central City),centralcity,29.94159,-90.08053,2.849,770,182.9,0.28,0.76,1,0,0.2,0.2,0.2,0.2,0.28
1043576,2022-07-27 14:00:00,ORLEANS,29.9172,-90.1189,Orleans,orleans,Port NOLA Administration (Warehouse District/Riverwalk),portnolaadmin,29.9369,-90.06206,3.666,620,147.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043576,2022-07-27 14:00:00,ORLEANS,29.9172,-90.1189,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,4.232,754,179.1,0.3,2.38,0,0,0.17,0.25,0.27,0.27,0.3
1043576,2022-07-27 14:00:00,ORLEANS,29.9172,-90.1189,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,4.798,621,147.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043578,2022-07-30 11:17:00,ORLEANS,29.97,-90.03,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,1.83,453,107.6,0.02,0.87,0,0,0.02,0.02,0.02,0.02,0.02
1043578,2022-07-30 11:17:00,ORLEANS,29.97,-90.03,Orleans,orleans,NORDC Morris F.X. Jeff Sr. Park (Algiers),algiers,29.942018,-90.029914,1.933,543,129.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043578,2022-07-30 11:17:00,ORLEANS,29.97,-90.03,Orleans,orleans,SWBNO East Bank Water Treatment (Lower 9th Ward),lowerninthward,29.97714,-89.99761,2.0,776,184.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043578,2022-07-30 11:17:00,ORLEANS,29.97,-90.03,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,2.538,485,115.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043578,2022-07-30 11:17:00,ORLEANS,29.97,-90.03,Orleans,orleans,Port NOLA Administration (Warehouse District/Riverwalk),portnolaadmin,29.9369,-90.06206,2.986,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043578,2022-07-30 11:17:00,ORLEANS,29.97,-90.03,Orleans,orleans,NOFD Engine 12 (Gentilly/Milneburg),gentilly,30.01627,-90.05171,3.451,561,133.3,0.32,3.65,0,0,0.27,0.32,0.32,0.32,0.32
1043578,2022-07-30 11:17:00,ORLEANS,29.97,-90.03,Orleans,orleans,NOFD Engine 16 (Central City),centralcity,29.94159,-90.08053,3.606,646,153.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043578,2022-07-30 11:17:00,ORLEANS,29.97,-90.03,Orleans,orleans,Harbor Police Headquarters (Irish Channel),portnolapd,29.92069,-90.076342,4.394,507,120.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043578,2022-07-30 11:17:00,ORLEANS,29.97,-90.03,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,4.562,632,150.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1043578,2022-07-30 11:17:00,ORLEANS,29.97,-90.03,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,4.878,419,99.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1055137,2022-08-03 08:30:00,EAST BATON ROUGE,30.4036,-91.1803,East Baton Rouge,eastbatonrouge,Louisiana State University (Alex Box Stadium),alexbox,30.411238,-91.183516,0.561,419,99.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1055137,2022-08-03 08:30:00,EAST BATON ROUGE,30.4036,-91.1803,East Baton Rouge,eastbatonrouge,Louisiana State University (Tiger Stadium),tigerstadium,30.411921,-91.183756,0.611,415,98.6,2.61,7.2,2,0,0.94,1.52,1.89,2.18,2.61
1055136,2022-08-03 08:20:00,EAST BATON ROUGE,30.41,-91.17,East Baton Rouge,eastbatonrouge,Louisiana State University (Alex Box Stadium),alexbox,30.411238,-91.183516,0.81,419,99.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1055136,2022-08-03 08:20:00,EAST BATON ROUGE,30.41,-91.17,East Baton Rouge,eastbatonrouge,Louisiana State University (Tiger Stadium),tigerstadium,30.411921,-91.183756,0.83,416,98.8,2.35,7.2,2,0,0.94,1.52,1.72,1.92,2.35
1055138,2022-08-03 08:30:00,EAST BATON ROUGE,30.44,-91.15,East Baton Rouge,eastbatonrouge,Louisiana State University (Tiger Stadium),tigerstadium,30.411921,-91.183756,2.794,415,98.6,2.61,7.2,2,0,0.94,1.52,1.89,2.18,2.61
1055138,2022-08-03 08:30:00,EAST BATON ROUGE,30.44,-91.15,East Baton Rouge,eastbatonrouge,Louisiana State University (Alex Box Stadium),alexbox,30.411238,-91.183516,2.817,419,99.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1055144,2022-08-09 13:45:00,JEFFERSON,29.95,-90.18,Orleans,orleans,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,29.95334,-90.13797,2.527,743,176.5,0.47,7.11,1,0,0.43,0.46,0.46,0.47,0.47
1055144,2022-08-09 13:45:00,JEFFERSON,29.95,-90.18,Orleans,orleans,Loyola University New Orleans (Uptown/Audubon),loyola,29.93707,-90.119921,3.706,492,116.9,4.23,10.47,1,1,2.14,2.14,2.17,2.64,4.23
1055144,2022-08-09 13:45:00,JEFFERSON,29.95,-90.18,Orleans,orleans,Port NOLA Maintenance (Uptown/West Riverside),portnolamaintenance,29.91497,-90.11513,4.577,615,146.1,1.08,2.97,3,0,0.33,0.33,0.4,0.71,1.08
1055144,2022-08-09 13:45:00,JEFFERSON,29.95,-90.18,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,4.912,469,111.4,1.6,7.68,1,0,0.5,1.22,1.53,1.6,1.6
1055142,2022-08-09 13:00:00,JEFFERSON,29.96,-90.16,Orleans,orleans,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,29.95334,-90.13797,1.397,775,184.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1055142,2022-08-09 13:00:00,JEFFERSON,29.96,-90.16,Orleans,orleans,Loyola University New Orleans (Uptown/Audubon),loyola,29.93707,-90.119921,2.875,458,108.8,2.09,10.47,0,0,0.54,1.15,1.55,2.05,2.09
1055142,2022-08-09 13:00:00,JEFFERSON,29.96,-90.16,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,3.529,474,112.6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1055142,2022-08-09 13:00:00,JEFFERSON,29.96,-90.16,Orleans,orleans,Port NOLA Maintenance (Uptown/West Riverside),portnolamaintenance,29.91497,-90.11513,4.111,650,154.4,0.84,2.97,2,0,0.33,0.33,0.34,0.47,0.84
1055142,2022-08-09 13:00:00,JEFFERSON,29.96,-90.16,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,4.488,664,157.7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1055142,2022-08-09 13:00:00,JEFFERSON,29.96,-90.16,Orleans,orleans,NOFD Engine 16 (Central City),centralcity,29.94159,-90.08053,4.925,800,190.0,0.38,0.0,1,0,0.38,0.38,0.38,0.38,0.38
1055143,2022-08-09 13:40:00,JEFFERSON,29.98,-90.15,Orleans,orleans,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,29.95334,-90.13797,1.978,745,177.0,0.07,6.0,1,0,0.06,0.06,0.06,0.07,0.07
1055143,2022-08-09 13:40:00,JEFFERSON,29.98,-90.15,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,2.47,471,111.9,1.25,7.68,1,0,0.46,1.18,1.18,1.25,1.25
1055143,2022-08-09 13:40:00,JEFFERSON,29.98,-90.15,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,3.288,666,158.2,1.02,16.0,0,0,0.62,0.98,1.02,1.02,1.02
1055143,2022-08-09 13:40:00,JEFFERSON,29.98,-90.15,Orleans,orleans,Loyola University New Orleans (Uptown/Audubon),loyola,29.93707,-90.119921,3.47,487,115.7,4.23,10.47,1,1,2.14,2.14,2.17,2.64,4.23
1055143,2022-08-09 13:40:00,JEFFERSON,29.98,-90.15,Orleans,orleans,Municipal Yacht Harbor (Lakefront),lakefront,30.028359,-90.115627,3.924,499,118.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1055143,2022-08-09 13:40:00,JEFFERSON,29.98,-90.15,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,4.846,635,150.8,1.0,0.0,2,0,0.71,0.71,0.71,1.0,1.0
1055143,2022-08-09 13:40:00,JEFFERSON,29.98,-90.15,Orleans,orleans,NOFD Engine 16 (Central City),centralcity,29.94159,-90.08053,4.933,803,190.7,0.47,0.0,2,0,0.38,0.38,0.38,0.38,0.47
1055143,2022-08-09 13:40:00,JEFFERSON,29.98,-90.15,Orleans,orleans,Port NOLA Maintenance (Uptown/West Riverside),portnolamaintenance,29.91497,-90.11513,4.954,618,146.8,1.08,2.97,3,0,0.33,0.33,0.4,0.71,1.08
